Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
Asus,ROG Strix GL503VM-GZ248T,asus,"₹ 145,500",960,33,0,33,0,33,https://gadgets.ndtv.com/asus-rog-strix-gl503vm-gz248t-6307#gallery,3,16GB,15.60-inch,256GB,Black,Windows 10 Home,No,GL503VM-GZ248T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.6,384.00 x 262.00 x 23.00,4.1,5,ROG Strix,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,"Asus Rog Strix GL503VM-GZ248T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,4 x USB 3.0,6MB,Yes,,,Yes,,,10/100/1000 Base T,,GDDR5,32GB,{'RAM Slots': '2'}
Asus,X540YA-XO106D,asus,"₹ 23,990",961,16,7,25,8,44,https://gadgets.ndtv.com/asus-x540ya-xo106d-5873,61,4GB,15.60-inch,No,Black,DOS,1TB,X540YA-XO106D,AMD APU Quad Core A8 7th Gen 7410,AMD Radeon R5,,No,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.20,4,3,,Yes,No,2.2 GHz,AMD Radeon R5,"Asus X540YA-XO106D Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,SDXC Card Reader,Yes,,Standard,10/100,,,4GB,{'RJ11': 'Yes'}
Asus,R558UQ-DM1106D,asus,"₹ 56,665",962,67,0,0,0,33,https://gadgets.ndtv.com/asus-r558uq-dm1106d-6034#gallery,3,8GB,15.60-inch,No,Dark Blue,DOS,No,R558UQ-DM1106D,Intel Core i7 7th Gen 7500U,Nvidia,,No,,802.11 b/n/ac,2.2,382.00 x 256.00 x 25.50,4,3,,Yes,No,2.7 GHz,Nvidia,"Asus R558UQ-DM1106D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Dark Blue, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,,Yes,,,10/100/1000 Base T,,GDDR3,24GB,{'RAM Slots': '2'}
Asus,A555LF-XX366T,asus,"₹ 34,900",963,6,0,12,12,71,https://gadgets.ndtv.com/asus-a555lf-xx366t-4982,17,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,A555LF-XX366T,Intel Core i3 5th Gen 5010U,Nvidia GeForce 930M,Yes,,1366x768 pixels,802.11 b/g/n,2.3,,4,,A Series,Yes,No,2.1 GHz,Nvidia GeForce 930M,"Asus A555LF-XX366T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,3MB,,Yes,,Yes,Yes,,10/100/1000 Base T,4.5,DDR3,8GB,{'RAM Slots': '1'}
Acer,Aspire E E5-575G-56GY,acer,,964,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-e5-575g-56gy-5887#gallery,,4GB,15.60-inch,No,Black,Linux,1TB,E5-575G-56GY,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.23,381.60 x 259.00 x 30.20,4.1,4,Aspire E,Yes,No,2.5 GHz,Nvidia GeForce 940MX,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,,,,8,GDDR5,32GB,
Asus,TUF FX504GE-ES72,asus,"₹ 116,685",965,16,8,19,7,49,https://gadgets.ndtv.com/asus-tuf-fx504ge-es72-8359,97,8GB,15.60-inch,256GB,Black,Windows 10,No,FX504GE-ES72,Intel Core i7 8300H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.3,384.00 x 262.00 x 25.00,5,3,TUF,Yes,No,2.3 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Tuf FX504GE-ES72 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,1 x USB 2.0,8MB,Yes,Yes,,Yes,,,,,GDDR5,32GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Dedicated Graphic Memory': '2GB'}"
Asus,VivoBook X541UA-XO217T,asus,,966,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-x541ua-xo217t-6515,,4GB,15.60-inch,No,Black,Windows 10,1TB,X541UA-XO217T,Intel Core i3 6th Gen 6100U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.60,4,3,VivoBook,Yes,No,2.3 GHz,Intel Integrated HD Graphics 520,,Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,Yes,SDXC Card Reader,Yes,No,,10/100,,,12GB,
Asus,ROG Strix GL503GE-EN038T,asus,"₹ 90,990",967,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-strix-gl503ge-en038t-6728#gallery,,16GB,15.60-inch,No,Black,Windows 10,1TB,GL503GE-EN038T,Intel Core i7 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.6,384.00 x 262.00 x 24.00,4.2,5,ROG Strix,Yes,No,2.2 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Rog Strix GL503GE-EN038T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,1 x USB 2.0,9MB,Yes,2 Speakers,SD Card Reader,,,,10/100/1000 Base T,,GDDR5,32GB,
Acer,Aspire F F15-F5-573G-510L,acer,,968,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-f-f15-f5-573g-510l-6961#gallery,,12GB,15.60-inch,No,Black,Windows 10 Home,128GB,F15-F5-573G-510L,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.3,381.60 x 259.00 x 28.45,4.1,4,Aspire F,Yes,No,2.5 GHz,Nvidia GeForce 940MX,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,,,Gigabit Ethernet,6.5,GDDR5,32GB,{'VGA Port': 'Yes'}
Acer,Gateway NE-571,acer,,969,0,0,0,0,0,https://gadgets.ndtv.com/acer-gateway-ne-571-7323,,4GB,15.60-inch,No,Black,Linux,1TB,NE-571,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,2.4,381.60 x 258.00 x 27.15,4,2,Gateway,Yes,No,2 GHz,Intel Integrated HD Graphics 5500,,Yes,3,Touchpad,2 x USB 2.0,3MB,,Stereo Speakers,SD Card Reader,Yes,No,Standard,Gigabit Ethernet,6,,16GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'Super Multi DVD', 'Burst Clock Speed': '2.8 GHz', 'Read/Write Speed': '8X'}"
Acer,Swift 3 SF314-53G,acer,"₹ 59,990",970,3,0,27,10,60,https://gadgets.ndtv.com/acer-swift-3-sf314-53g-6608,30,8GB,14.00-inch,256GB,Red,Windows 10,No,3 SF314-53G,Intel Core i5 8th Gen 8250U,Intel Integrated HD Graphics 620,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.5,341.00 x 236.60 x 17.95,4,3,Swift,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"Acer Swift 3 SF314-53G Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Red, 14.0 Inch)",Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,SD Card Reader,,No,,,12,,,"{'RAM Slots': '1', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB'}"
Acer,Aspire A515-51G-515J,acer,"₹ 74,549",971,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-a515-51g-515j-8182,,8GB,15.60-inch,No,Black,Windows 10 Home,256GB,A515-51G-515J,Intel Core i5 8th Gen 8250U,Nvidia GeForce MX150,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4,3,Aspire,Yes,No,1.6 GHz,Nvidia GeForce MX150,"Acer Aspire A515-51G-515J Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,Stereo Speakers,,Yes,,,Gigabit Ethernet,7,GDDR5,16GB,
Lenovo,IdeaPad 100 15ACL,lenovo,,972,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-100-15acl-5284,,8GB,15.60-inch,No,Black Texture,DOS,1TB,15ACL,AMD APU Quad Core A8 6th Gen A8 7410,AMD Radeon R16M M1 30,Yes,,1366x768 pixels,802.11 ac,2.2,265.00 x 378.00 x 23.00,4,2,IdeaPad 100,Yes,No,2.2 GHz,AMD Radeon R16M M1 30,,,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,,Yes,4 in 1 Card Reader,,Yes,Standard,,4,DDR3,8GB,"{'Web Camera': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '3.8 GHz', 'Backlit Keyboard': 'Yes', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '4GB'}"
Lenovo,IdeaPad 120S 11Iap,lenovo,"₹ 17,004",973,59,0,6,24,12,https://gadgets.ndtv.com/lenovo-ideapad-120s-11iap-8005,17,4GB,11.60-inch,No,Mineral Grey,Windows 10,500GB,120S 11Iap,Intel Celeron Dual Core N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,,1.27,288.00 x 200.00 x 20.90,4,2,IdeaPad,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Lenovo Ideapad 120S 11Iap Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Mineral Grey, 11.6 inch)",Yes,2,Touchpad,2 x USB 3.0,2MB,Yes,2 Speakers,,,No,,,6,,8GB,{'Battery Capacity (WHR)': '64'}
Apple,MacBook Pro MF841HN/A,apple,"₹ 131,999",974,20,20,0,0,60,https://gadgets.ndtv.com/apple-macbook-pro-mf841hn-a-4976,5,8GB,13.17-inch,512GB,Silver,macOS,No,MF841HN/A,Intel Core i5 5th Gen 5287u,Intel Integrated Iris Graphics 6100,No,,2560x1600 pixels,802.11 b/g/n/ac,1.58,314.00 x 219.00 x 18.00,4,2,MacBook Pro,Yes,No,2.9 GHz,Intel Integrated Iris Graphics 6100,"Apple Macbook Pro MF841HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Silver, 13.3 inch)",,,Trackpad,2 x USB 3.0,3MB,,Yes,SDXC Card Reader,,No,Standard,,7.5,,,"{'RAM Slots': '1', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Burst Clock Speed': '2.16 GHz', 'Instruction Set': '64'}"
Asus,X X541UA-GO1345D,asus,,975,0,0,0,0,0,https://gadgets.ndtv.com/asus-x-x541ua-go1345d-7426,,4GB,15.60-inch,No,Dark Brown,DOS,No,X X541UA-GO1345D,Intel Core i3 6th Gen 6006u,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 b/g/n,1.98,381.00 x 252.00 x 27.60,4,1,X Series,Yes,No,2 GHz,Intel Integrated HD Graphics 520,,Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,Yes,Yes,No,Standard,Gigabit Ethernet,6,,12GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '36'}"
Asus,X540YA-XO106,asus,"₹ 21,990",976,5,5,20,5,65,https://gadgets.ndtv.com/asus-x540ya-xo106-5357,20,4GB,15.60-inch,No,Black,DOS,1TB,X540YA-XO106,AMD APU Quad Core A8 7th Gen A8 7410,AMD Radeon R5,,,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.20,4,,,Yes,No,2.2 GHz,AMD Radeon R5,"Asus X540YA-XO106 Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",,3,Touchpad,,2MB,,Yes,SDXC Card Reader,Yes,,,10/100 T,,,4GB,
Asus,VivoBook R542UQ-DM192T,asus,"₹ 40,900",977,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-r542uq-dm192t-7830,,4GB,15.60-inch,No,Dark Grey,Windows 10,1TB,R542UQ-DM192T,Intel Core i5 7200U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 b/g/n,1.8,380.00 x 251.00 x 23.20,4,4,VivoBook,Yes,No,2.5 GHz,Nvidia GeForce 940MX,"Asus R542UQ-DM192T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Grey, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,Yes,Yes,,Yes,,,10/100/1000 Base T,4.5,GDDR5,,{'Web Camera': '0.3-megapixel'}
Asus,A553SA-XX174D,asus,,978,0,0,0,0,0,https://gadgets.ndtv.com/asus-a553sa-xx174d-7626#gallery,,4GB,15.60-inch,No,Red,DOS,500GB,A553SA-XX174D,Intel Pentium Dual Core 4th Gen N3700,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.2,380.00 x 258.00 x 25.30,4,2,,Yes,No,1.6 GHz,Intel Integrated HD Graphics,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,Yes,SD Card Reader,Yes,No,Standard,10/100,,DDR3,,{'Optical Disk Drive': 'DVD Writer'}
Dell,Inspiron 15 5000 5567,dell,"₹ 56,490",979,50,0,0,0,50,https://gadgets.ndtv.com/dell-inspiron-15-5000-5567-8302,8,8GB,15.60-inch,No,Blue,Windows 10,2TB,15 5000 5567,Intel Core i5 6th Gen 6006U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 ac,2.36,390.00 x 259.00 x 23.30,4.1,3,Inspiron,Yes,No,2 GHz,Intel Integrated HD Graphics 520,"Dell Inspiron 15 5000 5567 Laptop (Windows 10, 8GB RAM, 2000GB HDD, Intel Core i5, Blue, 15.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,,Yes,No,,Gigabit Ethernet,,,16GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Reader', 'Burst Clock Speed': '2.4 GHz', 'Read/Write Speed': '8x', 'RJ11': 'Yes'}"
HP,Spectre x360 13-ac058tu,hp,"₹ 118,450",980,0,29,29,0,43,https://gadgets.ndtv.com/hp-spectre-x360-13-ac058tu-5405,7,8GB,13.30-inch,256GB,Dark Ash Silver,Windows 10 Professional,No,13-ac058tu,Intel Core i5 7th Gen 7200U,Intel HD Graphics 620,No,,1920x1080 pixels,802.11 b/g/n/ac,1.32,306.60 x 217.90 x 14.00,4.2,2,Spectre x360,Yes,Yes,2.5 GHz,Intel HD Graphics 620,"HP Spectre X360 13-AC058TU Laptop (Windows 10, 8GB RAM, 360GB HDD, Intel Core i5, Grey, 13.3 inch)",,3,Touchpad,2 x USB 3.1 Gen 1 (Type C),3MB,Yes,4 Speakers,,,No,,,,,,{'RAM Slots': '2'}
Acer,Spin 5 SP515-51GN-807G,acer,"₹ 131,659",981,0,0,17,17,67,https://gadgets.ndtv.com/acer-spin-5-sp515-51gn-807g-6909,6,8GB,15.60-inch,No,Black,Windows 10,1TB,5 SP515-51GN-807G,Intel Core i7 8th Gen 8550u,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,,2.2,258.00 x 38.20 x 45.72,,3,Spin,Yes,No,1.8 GHz,Nvidia GeForce GTX 1050,"Acer Spin 5 SP515-51GN-807G Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,,Touchpad,,,Yes,Yes,Yes,Yes,,Standard,,10,,,
Asus,Zenbook UX305UA-FC060T,asus,,982,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-ux305ua-fc060t-5168,,8GB,13.30-inch,512GB,Black,Windows 10 Home,No,UX305UA-FC060T,Intel Core i5 6th Gen 6200U,Intel Integrated HD Graphics 520,No,,1920x1080 pixels,802.11 ac,1.3,324.00 x 226.00 x 16.00,4,3,Zenbook,Yes,No,2.3 GHz,Intel Integrated HD Graphics 520,,,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Yes,SDXC Card Reader,,No,Standard,10/100 T,12,,8GB,
HP,Pavilion 15-CC132TX,hp,"₹ 60,115",983,0,0,25,8,67,https://gadgets.ndtv.com/hp-pavilion-15-cc132tx-6414,12,8GB,15.60-inch,No,Silver,Windows 10,2TB,15-CC132TX,Intel Core i5 8th Gen 8250U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 b/g/n/ac,2.12,378.00 x 252.20 x 22.61,4.2,3,Pavilion,Yes,No,1.6 GHz,Nvidia GeForce 940MX,"HP 15-CC132TX Laptop (Windows 10, 8GB RAM, 2000GB HDD, Intel Core i5, Silver, 15.6 inch)",Yes,3,Touchpad,,6MB,Yes,Yes,,Yes,,,10/100/1000 Base T,,GDDR3,16GB,{'RAM Slots': '1'}
HP,Envy 13-ab070tu,hp,,984,0,0,50,0,50,https://gadgets.ndtv.com/hp-envy-13-ab070tu-5367,2,8GB,13.30-inch,512GB,Gold,Windows 10 Home,No,13-ab070tu,Intel Core i7 7th Gen 7500U,Intel HD Graphics 620,No,,1920x1080 pixels,802.11 b/g/n/ac,1.42,325.90 x 226.10 x 14.00,4.2,1,Envy,Yes,No,2.7 GHz,Intel HD Graphics 620,,,3,Touchpad,1 x USB 3.1 Gen 1 (Type C),4MB,Yes,2 Speakers,Multi format card reader,,No,Standard,,,,,"{'Web Camera': 'Yes', 'Burst Clock Speed': '2.2 GHz'}"
HP,15-AC030TX,hp,"₹ 37,400",985,33,0,17,0,50,https://gadgets.ndtv.com/hp-15-ac030tx-6431,6,4GB,15.60-inch,No,Turbo Silver,Windows 8.1,No,15-AC030TX,Intel Core i3 5th Gen 5010U,AMD Radeon R5 M330,,No,,802.11 b/g/n,2.14,384.30 x 254.50 x 24.38,4,3,,Yes,No,2.1 GHz,AMD Radeon R5 M330,"HP 15-AC030TX Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Turbo Silver, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,Yes,,Yes,,Standard,10/100 Base T,,DDR3,8GB,
Asus,TUF FX504GE-E4411T,asus,"₹ 92,500",986,18,4,18,4,57,https://gadgets.ndtv.com/asus-tuf-fx504ge-e4411t-8366,56,8GB,15.60-inch,No,Black,Windows 10,No,FX504GE-E4411T,Intel Core i7 8th Gen 8300H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.3,384.00 x 262.00 x 25.00,5,3,TUF,Yes,No,2.3 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Tuf FX504GE-E4411T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,1 x USB 2.0,8MB,Yes,Yes,,Yes,,,,,GDDR5,32GB,"{'RAM Slots': '2', 'VGA Port': 'No'}"
HP,Pavilion X360,hp,"₹ 62,999",987,33,17,17,0,33,https://gadgets.ndtv.com/hp-pavilion-x360-6490,6,16GB,14.00-inch,No,Silver,Windows 10,128GB,X360,Intel Core i5 8th Gen 8250U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.71,327.41 x 223.50 x 22.61,4,3,Pavilion,Yes,Yes,1.6 GHz,Intel Integrated HD Graphics 520,"HP Pavilion X360 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14 inch)",Yes,3,,,3MB,Yes,Yes,SD Card Reader,Yes,No,Standard,,9,,,
Asus,FX553VD,asus,"₹ 69,991",988,13,0,25,0,63,https://gadgets.ndtv.com/asus-fx553vd-7432#gallery,8,8GB,15.60-inch,No,Black,Linux,No,FX553VD,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 21.00,,4,FX Series,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus Fx FX553VD Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Yes,,,,,10/100/1000 Base T,4.5,GDDR5,32GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '42'}"
HP,Pavilion 15-CB052TX,hp,"₹ 84,999",989,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-15-cb052tx-7154,,8GB,15.60-inch,No,Black,Windows 10,No,15-CB052TX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.27,378.00 x 252.20 x 24.13,4.2,4,Pavilion,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"HP 15-CB052TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,3 x USB 3.0,6MB,Yes,Yes,,Yes,,,Gigabit Ethernet,,GDDR5,16GB,"{'Web Camera': 'Yes', 'Burst Clock Speed': '3.1 GHz'}"
MSI,Stealth GS63-060,msi,"₹ 169,881",990,0,0,0,0,0,https://gadgets.ndtv.com/msi-stealth-gs63-060-6807,,16GB,15.60-inch,No,Aluminum Black,Windows 10 Home,1TB,GS63-060,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,1.8,380.00 x 249.00 x 17.70,4.2,5,Stealth,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"MSI Stealth GS63-060 Laptop (16GB RAM, 1000GB HDD, Intel Core i7, Aluminum Black, 15.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 3 x USB 3.0",6MB,Yes,2 Speakers,,Yes,,,Killer GB LAN,,GDDR5,32GB,{'RJ11': 'Yes'}
Asus,F556UA-AS54,asus,"₹ 81,868",991,9,7,27,5,51,https://gadgets.ndtv.com/asus-f556ua-as54-6511#gallery,302,8GB,15.60-inch,No,Gold,Windows 10,1TB,F556UA-AS54,Intel Core i5 8th Gen 6200U,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g,,,4.1,3,,Yes,No,2.3 GHz,Nvidia GeForce GTX 1050,"Asus F556UA-AS54 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold, 15.6 inch)",Yes,,Touchpad,,3MB,,Yes,Yes,Yes,,Standard,,8,GDDR5,32GB,
MSI,GL62-7RD-640IN,msi,"₹ 84,990",992,0,0,19,13,69,https://gadgets.ndtv.com/msi-gl62-7rd-640in-6718,16,8GB,15.60-inch,No,Black,Windows 10,1TB,GL62-7RD-640IN,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 n/ac,2.7,419.00 x 287.00 x 32.00,4.2,3,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"MSI GL62-7RD-640IN Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,6,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,,,Yes,,,Killer GB LAN,,GDDR5,32GB,"{'RAM Slots': '1', 'VGA Port': 'Yes'}"
Dell,Inspiron 3552,dell,"₹ 20,990",993,15,5,23,8,49,https://gadgets.ndtv.com/dell-inspiron-3552-5881,781,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,3552,Intel Pentium Dual Core N3700,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,2.1,380.00 x 260.00 x 21.70,4,3,Inspiron,Yes,No,1.6 GHz,Intel Integrated HD Graphics,"Dell Inspiron 3552 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,2 Speakers,SD Card Reader,,No,Standard,,6,,,"{'Web Camera': 'Yes', 'Burst Clock Speed': '2.8 GHz'}"
Asus,VivoBook S510UN-BQ147T,asus,"₹ 85,990",994,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-s510un-bq147t-8094,,16GB,15.60-inch,No,Champagne,Windows 10,1TB,S510UN-BQ147T,Intel Core i7 8th Gen 8550U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 b/n/ac,1.7,361.00 x 243.00 x 45.47,4.1,4,VivoBook,Yes,No,1.8 GHz,Nvidia GeForce MX150,"Asus Vivobook S510UN-BQ147T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Champagne, 15.6 inch)",Yes,,Touchpad,"2 x USB 2.0, 1 x USB 3.0",8MB,Yes,,,,,Standard,10/100/1000 Base T,8,DDR4,32GB,"{'RAM Slots': '1', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}"
Asus,X X541UA-DM883D,asus,"₹ 27,500",995,0,0,0,0,0,https://gadgets.ndtv.com/asus-x-x541ua-dm883d-7388,,4GB,15.60-inch,No,Silver,DOS,No,X X541UA-DM883D,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 b,2,381.00 x 252.00 x 27.60,4,1,X Series,Yes,No,2 GHz,Intel Integrated HD Graphics,"Asus X X541UA-DM883D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",3MB,,,SDXC Card Reader,Yes,No,,10/100,5,,,{'RAM Slots': '1'}
Asus,K555LB-FI504T,asus,"₹ 51,272",996,0,0,0,0,0,https://gadgets.ndtv.com/asus-k555lb-fi504t-7171#gallery,,8GB,15.60-inch,No,Black,Windows 10,1TB,K555LB-FI504T,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,,No,1920x1080 pixels,,2.4,382.00 x 256.00 x 25.80,2.1,3,,Yes,No,2.2 GHz,Nvidia GeForce 940M,"Asus K555LB-FI504T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Matte Silver, 15.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,,Yes,Yes,Yes,,,10/100/1000 Base T,4,GDDR3,16GB,
